302.0000000000 132.0000000000 107.5000000000 
321.9725906951 133.0467191249 107.5000000000 
321.9725906951 133.0467191249 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
311.0798099948 149.8201304838 107.5000000000 
311.0798099948 149.8201304838 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
291.1072192997 148.7734113589 107.5000000000 
291.1072192997 148.7734113589 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
282.0274093049 130.9532808751 107.5000000000 
282.0274093049 130.9532808751 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
292.9201900052 114.1798695162 107.5000000000 
292.9201900052 114.1798695162 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
312.8927807003 115.2265886411 107.5000000000 
312.8927807003 115.2265886411 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

302.0000000000 132.0000000000 107.5000000000 
321.9725906951 133.0467191249 107.5000000000 
321.9725906951 133.0467191249 92.5000000000 
302.0000000000 132.0000000000 92.5000000000 

